时间/s,0 cm,0.1 cm,0.2 cm,0.3 cm,0.4 cm,0.5 cm,0.6 cm,0.7 cm,0.8 cm,0.9 cm,1 cm,1.1 cm,1.2 cm,1.3 cm,1.4 cm,1.5 cm,1.6 cm,1.7 cm,1.8 cm,1.9 cm,2 cm
9016,1.954837,1.952586,1.945839,1.934613,1.918938,1.898853,1.874411,1.845672,1.812706,1.775592,1.734414,1.689263,1.640229,1.587402,1.530865,1.470690,1.406928,1.339600,1.268680,1.194082,1.115670
9017,1.954724,1.952473,1.945726,1.934502,1.918827,1.898744,1.874304,1.845566,1.812603,1.775491,1.734317,1.689169,1.640138,1.587314,1.530781,1.470609,1.406851,1.339527,1.268610,1.194016,1.115609
9018,1.954611,1.952360,1.945614,1.934390,1.918717,1.898636,1.874196,1.845461,1.812500,1.775391,1.734219,1.689074,1.640046,1.587226,1.530696,1.470528,1.406774,1.339453,1.268540,1.193950,1.115548
9019,1.954498,1.952248,1.945502,1.934279,1.918607,1.898527,1.874089,1.845356,1.812397,1.775290,1.734121,1.688979,1.639955,1.587138,1.530612,1.470447,1.406696,1.339379,1.268470,1.193884,1.115488
9020,1.954386,1.952135,1.945390,1.934167,1.918497,1.898418,1.873982,1.845251,1.812294,1.775190,1.734023,1.688884,1.639863,1.587050,1.530527,1.470366,1.406619,1.339306,1.268400,1.193818,1.115427
9021,1.954273,1.952023,1.945278,1.934056,1.918386,1.898309,1.873875,1.845145,1.812191,1.775089,1.733926,1.688790,1.639772,1.586962,1.530443,1.470286,1.406542,1.339232,1.268330,1.193752,1.115366
9022,1.954160,1.951910,1.945166,1.933945,1.918276,1.898200,1.873768,1.845040,1.812088,1.774989,1.733828,1.688695,1.639680,1.586874,1.530358,1.470205,1.406465,1.339159,1.268260,1.193686,1.115305
9023,1.954048,1.951798,1.945054,1.933833,1.918166,1.898091,1.873660,1.844935,1.811985,1.774888,1.733730,1.688600,1.639589,1.586786,1.530273,1.470124,1.406387,1.339085,1.268190,1.193620,1.115244
9024,1.953935,1.951685,1.944942,1.933722,1.918056,1.897982,1.873553,1.844830,1.811882,1.774788,1.733633,1.688506,1.639497,1.586697,1.530189,1.470043,1.406310,1.339011,1.268120,1.193554,1.115184
9025,1.953822,1.951573,1.944830,1.933611,1.917945,1.897873,1.873446,1.844724,1.811779,1.774687,1.733535,1.688411,1.639406,1.586609,1.530104,1.469962,1.406233,1.338938,1.268051,1.193488,1.115123
9026,1.953710,1.951460,1.944718,1.933500,1.917835,1.897765,1.873339,1.844619,1.811676,1.774587,1.733437,1.688316,1.639314,1.586521,1.530020,1.469881,1.406156,1.338864,1.267981,1.193422,1.115062
9027,1.953597,1.951348,1.944606,1.933388,1.917725,1.897656,1.873232,1.844514,1.811573,1.774486,1.733340,1.688221,1.639223,1.586433,1.529935,1.469800,1.406078,1.338790,1.267911,1.193356,1.115001
9028,1.953484,1.951235,1.944493,1.933277,1.917615,1.897547,1.873125,1.844409,1.811470,1.774386,1.733242,1.688127,1.639131,1.586345,1.529851,1.469719,1.406001,1.338717,1.267841,1.193291,1.114941
9029,1.953372,1.951123,1.944381,1.933166,1.917505,1.897438,1.873017,1.844304,1.811367,1.774285,1.733144,1.688032,1.639040,1.586257,1.529766,1.469638,1.405924,1.338643,1.267771,1.193225,1.114880
9030,1.953259,1.951010,1.944269,1.933054,1.917394,1.897329,1.872910,1.844198,1.811264,1.774185,1.733046,1.687937,1.638948,1.586169,1.529681,1.469557,1.405846,1.338570,1.267701,1.193159,1.114819
9031,1.953146,1.950898,1.944157,1.932943,1.917284,1.897220,1.872803,1.844093,1.811161,1.774085,1.732949,1.687843,1.638857,1.586081,1.529597,1.469476,1.405769,1.338496,1.267631,1.193093,1.114758
9032,1.953034,1.950785,1.944045,1.932832,1.917174,1.897112,1.872696,1.843988,1.811058,1.773984,1.732851,1.687748,1.638766,1.585993,1.529512,1.469395,1.405692,1.338422,1.267561,1.193027,1.114698
9033,1.952921,1.950673,1.943933,1.932721,1.917064,1.897003,1.872589,1.843883,1.810955,1.773884,1.732754,1.687653,1.638674,1.585905,1.529428,1.469314,1.405615,1.338349,1.267491,1.192962,1.114637
9034,1.952808,1.950560,1.943821,1.932610,1.916954,1.896894,1.872482,1.843778,1.810852,1.773783,1.732656,1.687559,1.638583,1.585817,1.529343,1.469233,1.405537,1.338275,1.267421,1.192896,1.114576
9035,1.952696,1.950448,1.943709,1.932498,1.916844,1.896785,1.872375,1.843673,1.810749,1.773683,1.732558,1.687464,1.638491,1.585729,1.529259,1.469152,1.405460,1.338201,1.267351,1.192830,1.114515
9036,1.952583,1.950335,1.943597,1.932387,1.916733,1.896677,1.872268,1.843567,1.810646,1.773583,1.732461,1.687369,1.638400,1.585640,1.529174,1.469071,1.405383,1.338128,1.267281,1.192764,1.114455
9037,1.952471,1.950223,1.943485,1.932276,1.916623,1.896568,1.872160,1.843462,1.810543,1.773482,1.732363,1.687275,1.638308,1.585552,1.529090,1.468991,1.405306,1.338054,1.267211,1.192699,1.114394
9038,1.952358,1.950110,1.943373,1.932165,1.916513,1.896459,1.872053,1.843357,1.810441,1.773382,1.732265,1.687180,1.638217,1.585464,1.529005,1.468910,1.405228,1.337981,1.267141,1.192633,1.114333
9039,1.952245,1.949998,1.943262,1.932053,1.916403,1.896350,1.871946,1.843252,1.810338,1.773281,1.732168,1.687086,1.638126,1.585376,1.528921,1.468829,1.405151,1.337907,1.267072,1.192567,1.114273
9040,1.952133,1.949886,1.943150,1.931942,1.916293,1.896242,1.871839,1.843147,1.810235,1.773181,1.732070,1.686991,1.638034,1.585288,1.528836,1.468748,1.405074,1.337833,1.267002,1.192501,1.114212
9041,1.952020,1.949773,1.943038,1.931831,1.916183,1.896133,1.871732,1.843042,1.810132,1.773081,1.731973,1.686896,1.637943,1.585200,1.528751,1.468667,1.404997,1.337760,1.266932,1.192436,1.114151
9042,1.951908,1.949661,1.942926,1.931720,1.916073,1.896024,1.871625,1.842937,1.810029,1.772980,1.731875,1.686802,1.637851,1.585112,1.528667,1.468586,1.404919,1.337686,1.266862,1.192370,1.114090
9043,1.951795,1.949548,1.942814,1.931609,1.915963,1.895915,1.871518,1.842832,1.809926,1.772880,1.731777,1.686707,1.637760,1.585024,1.528582,1.468505,1.404842,1.337613,1.266792,1.192304,1.114030
9044,1.951683,1.949436,1.942702,1.931498,1.915853,1.895807,1.871411,1.842727,1.809823,1.772780,1.731680,1.686613,1.637668,1.584936,1.528498,1.468424,1.404765,1.337539,1.266722,1.192239,1.113969
9045,1.951570,1.949324,1.942590,1.931387,1.915742,1.895698,1.871304,1.842621,1.809721,1.772679,1.731582,1.686518,1.637577,1.584848,1.528413,1.468343,1.404687,1.337465,1.266652,1.192173,1.113908
9046,1.951458,1.949211,1.942478,1.931275,1.915632,1.895589,1.871197,1.842516,1.809618,1.772579,1.731485,1.686423,1.637486,1.584760,1.528329,1.468262,1.404610,1.337392,1.266582,1.192107,1.113848
9047,1.951345,1.949099,1.942366,1.931164,1.915522,1.895481,1.871090,1.842411,1.809515,1.772479,1.731387,1.686329,1.637394,1.584672,1.528244,1.468181,1.404533,1.337318,1.266513,1.192042,1.113787
9048,1.951233,1.948987,1.942254,1.931053,1.915412,1.895372,1.870983,1.842306,1.809412,1.772378,1.731290,1.686234,1.637303,1.584584,1.528160,1.468100,1.404456,1.337245,1.266443,1.191976,1.113726
9049,1.951120,1.948874,1.942142,1.930942,1.915302,1.895263,1.870876,1.842201,1.809309,1.772278,1.731192,1.686140,1.637212,1.584496,1.528075,1.468019,1.404378,1.337171,1.266373,1.191911,1.113666
9050,1.951008,1.948762,1.942031,1.930831,1.915192,1.895155,1.870769,1.842096,1.809206,1.772178,1.731094,1.686045,1.637120,1.584408,1.527991,1.467939,1.404301,1.337097,1.266303,1.191845,1.113605
9051,1.950895,1.948650,1.941919,1.930720,1.915082,1.895046,1.870662,1.841991,1.809104,1.772077,1.730997,1.685951,1.637029,1.584320,1.527906,1.467858,1.404224,1.337024,1.266233,1.191779,1.113544
9052,1.950783,1.948537,1.941807,1.930609,1.914972,1.894937,1.870555,1.841886,1.809001,1.771977,1.730899,1.685856,1.636937,1.584232,1.527822,1.467777,1.404147,1.336950,1.266163,1.191714,1.113484
9053,1.950670,1.948425,1.941695,1.930498,1.914862,1.894829,1.870448,1.841781,1.808898,1.771877,1.730802,1.685761,1.636846,1.584144,1.527737,1.467696,1.404069,1.336877,1.266094,1.191648,1.113423
9054,1.950558,1.948313,1.941583,1.930387,1.914752,1.894720,1.870341,1.841676,1.808795,1.771777,1.730704,1.685667,1.636755,1.584056,1.527653,1.467615,1.403992,1.336803,1.266024,1.191583,1.113362
9055,1.950445,1.948200,1.941471,1.930276,1.914642,1.894611,1.870234,1.841571,1.808693,1.771676,1.730607,1.685572,1.636663,1.583968,1.527568,1.467534,1.403915,1.336729,1.265954,1.191517,1.113302
9056,1.950333,1.948088,1.941359,1.930164,1.914532,1.894503,1.870127,1.841466,1.808590,1.771576,1.730509,1.685478,1.636572,1.583880,1.527484,1.467453,1.403838,1.336656,1.265884,1.191452,1.113241
9057,1.950221,1.947976,1.941248,1.930053,1.914422,1.894394,1.870020,1.841361,1.808487,1.771476,1.730412,1.685383,1.636481,1.583792,1.527399,1.467372,1.403760,1.336582,1.265814,1.191386,1.113180
9058,1.950108,1.947864,1.941136,1.929942,1.914312,1.894286,1.869913,1.841256,1.808384,1.771376,1.730314,1.685289,1.636389,1.583704,1.527315,1.467291,1.403683,1.336509,1.265745,1.191321,1.113120
9059,1.949996,1.947751,1.941024,1.929831,1.914202,1.894177,1.869806,1.841151,1.808282,1.771275,1.730217,1.685194,1.636298,1.583616,1.527230,1.467210,1.403606,1.336435,1.265675,1.191255,1.113059
9060,1.949883,1.947639,1.940912,1.929720,1.914092,1.894068,1.869699,1.841046,1.808179,1.771175,1.730119,1.685100,1.636207,1.583528,1.527146,1.467130,1.403529,1.336361,1.265605,1.191190,1.112998
9061,1.949771,1.947527,1.940800,1.929609,1.913982,1.893960,1.869593,1.840941,1.808076,1.771075,1.730022,1.685005,1.636115,1.583440,1.527061,1.467049,1.403451,1.336288,1.265535,1.191124,1.112938
9062,1.949659,1.947415,1.940689,1.929498,1.913872,1.893851,1.869486,1.840836,1.807973,1.770975,1.729924,1.684911,1.636024,1.583352,1.526977,1.466968,1.403374,1.336214,1.265466,1.191059,1.112877
9063,1.949546,1.947302,1.940577,1.929387,1.913763,1.893743,1.869379,1.840731,1.807871,1.770875,1.729827,1.684816,1.635933,1.583264,1.526892,1.466887,1.403297,1.336141,1.265396,1.190993,1.112816
9064,1.949434,1.947190,1.940465,1.929276,1.913653,1.893634,1.869272,1.840626,1.807768,1.770774,1.729729,1.684722,1.635841,1.583176,1.526808,1.466806,1.403220,1.336067,1.265326,1.190928,1.112756
9065,1.949321,1.947078,1.940353,1.929165,1.913543,1.893526,1.869165,1.840522,1.807665,1.770674,1.729632,1.684627,1.635750,1.583088,1.526723,1.466725,1.403142,1.335994,1.265256,1.190862,1.112695
9066,1.949209,1.946966,1.940242,1.929054,1.913433,1.893417,1.869058,1.840417,1.807563,1.770574,1.729535,1.684533,1.635659,1.583000,1.526639,1.466644,1.403065,1.335920,1.265187,1.190797,1.112634
9067,1.949097,1.946854,1.940130,1.928943,1.913323,1.893309,1.868951,1.840312,1.807460,1.770474,1.729437,1.684438,1.635567,1.582912,1.526555,1.466563,1.402988,1.335846,1.265117,1.190731,1.112573
9068,1.948984,1.946741,1.940018,1.928832,1.913213,1.893200,1.868844,1.840207,1.807357,1.770374,1.729340,1.684344,1.635476,1.582824,1.526470,1.466482,1.402911,1.335773,1.265047,1.190666,1.112512
9069,1.948872,1.946629,1.939906,1.928721,1.913103,1.893092,1.868738,1.840102,1.807255,1.770273,1.729242,1.684249,1.635385,1.582736,1.526386,1.466402,1.402833,1.335699,1.264978,1.190601,1.112451
9070,1.948760,1.946517,1.939795,1.928611,1.912993,1.892983,1.868631,1.839997,1.807152,1.770173,1.729145,1.684155,1.635294,1.582649,1.526301,1.466321,1.402756,1.335626,1.264908,1.190535,1.112390
9071,1.948647,1.946405,1.939683,1.928500,1.912883,1.892875,1.868524,1.839892,1.807049,1.770073,1.729047,1.684061,1.635202,1.582561,1.526217,1.466240,1.402679,1.335552,1.264838,1.190470,1.112329
9072,1.948535,1.946293,1.939571,1.928389,1.912774,1.892766,1.868417,1.839787,1.806947,1.769973,1.728950,1.683966,1.635111,1.582473,1.526132,1.466159,1.402602,1.335479,1.264769,1.190405,1.112268
9073,1.948423,1.946181,1.939460,1.928278,1.912664,1.892658,1.868310,1.839682,1.806844,1.769873,1.728853,1.683872,1.635020,1.582385,1.526048,1.466078,1.402524,1.335405,1.264699,1.190339,1.112206
9074,1.948310,1.946068,1.939348,1.928167,1.912554,1.892549,1.868203,1.839578,1.806741,1.769773,1.728755,1.683777,1.634929,1.582297,1.525963,1.465997,1.402447,1.335332,1.264629,1.190274,1.112145
9075,1.948198,1.945956,1.939236,1.928056,1.912444,1.892441,1.868097,1.839473,1.806639,1.769672,1.728658,1.683683,1.634837,1.582209,1.525879,1.465916,1.402370,1.335258,1.264560,1.190209,1.112084
9076,1.948086,1.945844,1.939125,1.927945,1.912334,1.892332,1.867990,1.839368,1.806536,1.769572,1.728560,1.683588,1.634746,1.582121,1.525794,1.465836,1.402293,1.335185,1.264490,1.190143,1.112023
9077,1.947974,1.945732,1.939013,1.927834,1.912224,1.892224,1.867883,1.839263,1.806434,1.769472,1.728463,1.683494,1.634655,1.582033,1.525710,1.465755,1.402216,1.335111,1.264421,1.190078,1.111961
9078,1.947861,1.945620,1.938901,1.927723,1.912115,1.892115,1.867776,1.839158,1.806331,1.769372,1.728366,1.683400,1.634564,1.581945,1.525626,1.465674,1.402138,1.335038,1.264351,1.190013,1.111900
9079,1.947749,1.945508,1.938790,1.927612,1.912005,1.892007,1.867670,1.839053,1.806228,1.769272,1.728268,1.683305,1.634472,1.581857,1.525541,1.465593,1.402061,1.334964,1.264281,1.189948,1.111839
9080,1.947637,1.945396,1.938678,1.927502,1.911895,1.891898,1.867563,1.838949,1.806126,1.769172,1.728171,1.683211,1.634381,1.581769,1.525457,1.465512,1.401984,1.334891,1.264212,1.189882,1.111777
9081,1.947525,1.945284,1.938566,1.927391,1.911785,1.891790,1.867456,1.838844,1.806023,1.769072,1.728074,1.683116,1.634290,1.581681,1.525372,1.465431,1.401907,1.334817,1.264142,1.189817,1.111716
9082,1.947412,1.945172,1.938455,1.927280,1.911675,1.891682,1.867349,1.838739,1.805921,1.768972,1.727976,1.683022,1.634199,1.581594,1.525288,1.465350,1.401830,1.334744,1.264073,1.189752,1.111654
9083,1.947300,1.945059,1.938343,1.927169,1.911566,1.891573,1.867243,1.838634,1.805818,1.768872,1.727879,1.682928,1.634107,1.581506,1.525204,1.465270,1.401752,1.334670,1.264003,1.189687,1.111593
9084,1.947188,1.944947,1.938232,1.927058,1.911456,1.891465,1.867136,1.838529,1.805716,1.768772,1.727782,1.682833,1.634016,1.581418,1.525119,1.465189,1.401675,1.334597,1.263934,1.189622,1.111531
9085,1.947076,1.944835,1.938120,1.926947,1.911346,1.891356,1.867029,1.838425,1.805613,1.768672,1.727684,1.682739,1.633925,1.581330,1.525035,1.465108,1.401598,1.334523,1.263864,1.189556,1.111469
9086,1.946964,1.944723,1.938009,1.926837,1.911236,1.891248,1.866922,1.838320,1.805510,1.768571,1.727587,1.682644,1.633834,1.581242,1.524950,1.465027,1.401521,1.334450,1.263795,1.189491,1.111408
9087,1.946851,1.944611,1.937897,1.926726,1.911127,1.891140,1.866816,1.838215,1.805408,1.768471,1.727490,1.682550,1.633742,1.581154,1.524866,1.464946,1.401444,1.334377,1.263725,1.189426,1.111346
9088,1.946739,1.944499,1.937785,1.926615,1.911017,1.891031,1.866709,1.838110,1.805305,1.768371,1.727392,1.682456,1.633651,1.581066,1.524782,1.464865,1.401366,1.334303,1.263656,1.189361,1.111284
9089,1.946627,1.944387,1.937674,1.926504,1.910907,1.890923,1.866602,1.838006,1.805203,1.768271,1.727295,1.682361,1.633560,1.580978,1.524697,1.464785,1.401289,1.334230,1.263586,1.189296,1.111223
9090,1.946515,1.944275,1.937562,1.926393,1.910797,1.890815,1.866496,1.837901,1.805100,1.768171,1.727198,1.682267,1.633469,1.580891,1.524613,1.464704,1.401212,1.334156,1.263517,1.189231,1.111161
9091,1.946403,1.944163,1.937451,1.926283,1.910688,1.890706,1.866389,1.837796,1.804998,1.768071,1.727100,1.682173,1.633378,1.580803,1.524528,1.464623,1.401135,1.334083,1.263448,1.189165,1.111099
9092,1.946291,1.944051,1.937339,1.926172,1.910578,1.890598,1.866282,1.837691,1.804895,1.767971,1.727003,1.682078,1.633287,1.580715,1.524444,1.464542,1.401058,1.334010,1.263378,1.189100,1.111037
9093,1.946178,1.943939,1.937228,1.926061,1.910468,1.890490,1.866176,1.837587,1.804793,1.767871,1.726906,1.681984,1.633195,1.580627,1.524360,1.464461,1.400981,1.333936,1.263309,1.189035,1.110975
9094,1.946066,1.943827,1.937116,1.925950,1.910359,1.890381,1.866069,1.837482,1.804690,1.767771,1.726808,1.681890,1.633104,1.580539,1.524275,1.464381,1.400904,1.333863,1.263239,1.188970,1.110913
9095,1.945954,1.943715,1.937005,1.925840,1.910249,1.890273,1.865962,1.837377,1.804588,1.767671,1.726711,1.681795,1.633013,1.580451,1.524191,1.464300,1.400826,1.333789,1.263170,1.188905,1.110851
9096,1.945842,1.943603,1.936893,1.925729,1.910139,1.890165,1.865856,1.837273,1.804485,1.767571,1.726614,1.681701,1.632922,1.580363,1.524106,1.464219,1.400749,1.333716,1.263101,1.188840,1.110789
9097,1.945730,1.943491,1.936782,1.925618,1.910030,1.890056,1.865749,1.837168,1.804383,1.767471,1.726517,1.681607,1.632831,1.580276,1.524022,1.464138,1.400672,1.333643,1.263031,1.188775,1.110727
9098,1.945618,1.943379,1.936670,1.925507,1.909920,1.889948,1.865642,1.837063,1.804280,1.767371,1.726419,1.681512,1.632740,1.580188,1.523938,1.464058,1.400595,1.333569,1.262962,1.188710,1.110665
9099,1.945506,1.943268,1.936559,1.925397,1.909810,1.889840,1.865536,1.836959,1.804178,1.767271,1.726322,1.681418,1.632648,1.580100,1.523853,1.463977,1.400518,1.333496,1.262893,1.188644,1.110603
9100,1.945394,1.943156,1.936447,1.925286,1.909701,1.889732,1.865429,1.836854,1.804075,1.767171,1.726225,1.681324,1.632557,1.580012,1.523769,1.463896,1.400441,1.333423,1.262823,1.188579,1.110541
9101,1.945282,1.943044,1.936336,1.925175,1.909591,1.889623,1.865322,1.836749,1.803973,1.767071,1.726128,1.681230,1.632466,1.579924,1.523685,1.463815,1.400364,1.333349,1.262754,1.188514,1.110479
9102,1.945170,1.942932,1.936224,1.925065,1.909481,1.889515,1.865216,1.836645,1.803871,1.766971,1.726030,1.681135,1.632375,1.579837,1.523600,1.463735,1.400287,1.333276,1.262685,1.188449,1.110417
9103,1.945057,1.942820,1.936113,1.924954,1.909372,1.889407,1.865109,1.836540,1.803768,1.766871,1.725933,1.681041,1.632284,1.579749,1.523516,1.463654,1.400210,1.333203,1.262616,1.188384,1.110355
9104,1.944945,1.942708,1.936001,1.924843,1.909262,1.889299,1.865003,1.836435,1.803666,1.766771,1.725836,1.680947,1.632193,1.579661,1.523432,1.463573,1.400133,1.333130,1.262546,1.188319,1.110292
9105,1.944833,1.942596,1.935890,1.924733,1.909153,1.889190,1.864896,1.836331,1.803563,1.766671,1.725739,1.680852,1.632102,1.579573,1.523347,1.463492,1.400056,1.333056,1.262477,1.188254,1.110230
9106,1.944721,1.942484,1.935779,1.924622,1.909043,1.889082,1.864790,1.836226,1.803461,1.766572,1.725641,1.680758,1.632010,1.579485,1.523263,1.463412,1.399978,1.332983,1.262408,1.188189,1.110168
9107,1.944609,1.942372,1.935667,1.924511,1.908933,1.888974,1.864683,1.836121,1.803358,1.766472,1.725544,1.680664,1.631919,1.579398,1.523179,1.463331,1.399901,1.332910,1.262339,1.188124,1.110105
9108,1.944497,1.942260,1.935556,1.924401,1.908824,1.888866,1.864576,1.836017,1.803256,1.766372,1.725447,1.680570,1.631828,1.579310,1.523094,1.463250,1.399824,1.332837,1.262270,1.188058,1.110043
9109,1.944385,1.942149,1.935444,1.924290,1.908714,1.888757,1.864470,1.835912,1.803154,1.766272,1.725350,1.680475,1.631737,1.579222,1.523010,1.463169,1.399747,1.332763,1.262200,1.187993,1.109981
9110,1.944273,1.942037,1.935333,1.924179,1.908605,1.888649,1.864363,1.835808,1.803051,1.766172,1.725253,1.680381,1.631646,1.579134,1.522926,1.463089,1.399670,1.332690,1.262131,1.187928,1.109918
9111,1.944161,1.941925,1.935222,1.924069,1.908495,1.888541,1.864257,1.835703,1.802949,1.766072,1.725155,1.680287,1.631555,1.579047,1.522842,1.463008,1.399593,1.332617,1.262062,1.187863,1.109856
9112,1.944049,1.941813,1.935110,1.923958,1.908386,1.888433,1.864150,1.835598,1.802847,1.765972,1.725058,1.680193,1.631464,1.578959,1.522757,1.462927,1.399516,1.332544,1.261993,1.187798,1.109793
9113,1.943937,1.941701,1.934999,1.923847,1.908276,1.888325,1.864044,1.835494,1.802744,1.765872,1.724961,1.680098,1.631373,1.578871,1.522673,1.462847,1.399439,1.332471,1.261924,1.187733,1.109731
9114,1.943825,1.941589,1.934887,1.923737,1.908167,1.888217,1.863937,1.835389,1.802642,1.765772,1.724864,1.680004,1.631282,1.578783,1.522589,1.462766,1.399362,1.332398,1.261855,1.187668,1.109668
9115,1.943713,1.941478,1.934776,1.923626,1.908057,1.888108,1.863831,1.835285,1.802539,1.765672,1.724767,1.679910,1.631191,1.578696,1.522505,1.462685,1.399285,1.332324,1.261786,1.187603,1.109605
9116,1.943601,1.941366,1.934665,1.923516,1.907948,1.888000,1.863724,1.835180,1.802437,1.765573,1.724670,1.679816,1.631100,1.578608,1.522420,1.462605,1.399208,1.332251,1.261716,1.187538,1.109543
9117,1.943489,1.941254,1.934553,1.923405,1.907838,1.887892,1.863618,1.835076,1.802335,1.765473,1.724573,1.679722,1.631009,1.578520,1.522336,1.462524,1.399131,1.332178,1.261647,1.187473,1.109480
9118,1.943378,1.941142,1.934442,1.923295,1.907729,1.887784,1.863511,1.834971,1.802232,1.765373,1.724475,1.679627,1.630918,1.578432,1.522252,1.462443,1.399055,1.332105,1.261578,1.187407,1.109417
9119,1.943266,1.941030,1.934331,1.923184,1.907619,1.887676,1.863405,1.834866,1.802130,1.765273,1.724378,1.679533,1.630826,1.578345,1.522168,1.462363,1.398978,1.332032,1.261509,1.187342,1.109355
