时间/s,0 cm,0.1 cm,0.2 cm,0.3 cm,0.4 cm,0.5 cm,0.6 cm,0.7 cm,0.8 cm,0.9 cm,1 cm,1.1 cm,1.2 cm,1.3 cm,1.4 cm,1.5 cm,1.6 cm,1.7 cm,1.8 cm,1.9 cm,2 cm
4004,2.505882,2.504407,2.499911,2.492190,2.480911,2.465627,2.445795,2.420805,2.390007,2.352752,2.308430,2.256513,2.196596,2.128435,2.051976,1.967377,1.875010,1.775455,1.669477,1.557977,1.441913
4005,2.505824,2.504347,2.499849,2.492124,2.480839,2.465547,2.445707,2.420707,2.389900,2.352636,2.308306,2.256382,2.196460,2.128297,2.051840,1.967244,1.874884,1.775340,1.669375,1.557890,1.441841
4006,2.505766,2.504288,2.499787,2.492057,2.480766,2.465467,2.445618,2.420610,2.389794,2.352521,2.308182,2.256251,2.196325,2.128160,2.051703,1.967112,1.874759,1.775225,1.669273,1.557803,1.441770
4007,2.505707,2.504229,2.499725,2.491991,2.480694,2.465387,2.445530,2.420512,2.389687,2.352405,2.308058,2.256121,2.196190,2.128023,2.051567,1.966979,1.874634,1.775110,1.669171,1.557716,1.441699
4008,2.505649,2.504170,2.499663,2.491924,2.480621,2.465307,2.445441,2.420415,2.389580,2.352289,2.307934,2.255990,2.196054,2.127885,2.051430,1.966847,1.874508,1.774995,1.669069,1.557628,1.441627
4009,2.505591,2.504111,2.499601,2.491858,2.480548,2.465227,2.445353,2.420317,2.389473,2.352173,2.307810,2.255859,2.195919,2.127748,2.051294,1.966714,1.874383,1.774880,1.668967,1.557541,1.441556
4010,2.505532,2.504051,2.499539,2.491791,2.480476,2.465147,2.445264,2.420219,2.389366,2.352057,2.307686,2.255729,2.195784,2.127611,2.051157,1.966582,1.874258,1.774765,1.668865,1.557454,1.441485
4011,2.505474,2.503992,2.499477,2.491724,2.480403,2.465067,2.445176,2.420122,2.389259,2.351941,2.307562,2.255598,2.195649,2.127473,2.051021,1.966450,1.874133,1.774650,1.668763,1.557367,1.441413
4012,2.505415,2.503932,2.499415,2.491658,2.480330,2.464986,2.445087,2.420024,2.389151,2.351825,2.307438,2.255467,2.195514,2.127336,2.050885,1.966317,1.874007,1.774535,1.668661,1.557280,1.441342
4013,2.505357,2.503873,2.499352,2.491591,2.480257,2.464906,2.444998,2.419926,2.389044,2.351709,2.307314,2.255337,2.195378,2.127199,2.050748,1.966185,1.873882,1.774420,1.668559,1.557193,1.441270
4014,2.505298,2.503814,2.499290,2.491524,2.480185,2.464826,2.444910,2.419828,2.388937,2.351593,2.307190,2.255206,2.195243,2.127062,2.050612,1.966053,1.873757,1.774305,1.668457,1.557106,1.441199
4015,2.505240,2.503754,2.499228,2.491458,2.480112,2.464746,2.444821,2.419730,2.388830,2.351476,2.307065,2.255075,2.195108,2.126925,2.050476,1.965920,1.873632,1.774190,1.668355,1.557020,1.441128
4016,2.505181,2.503694,2.499166,2.491391,2.480039,2.464665,2.444732,2.419632,2.388723,2.351360,2.306941,2.254945,2.194973,2.126787,2.050339,1.965788,1.873507,1.774076,1.668253,1.556933,1.441056
4017,2.505122,2.503635,2.499103,2.491324,2.479966,2.464585,2.444643,2.419535,2.388616,2.351244,2.306817,2.254814,2.194838,2.126650,2.050203,1.965656,1.873382,1.773961,1.668152,1.556846,1.440985
4018,2.505064,2.503575,2.499041,2.491257,2.479893,2.464505,2.444555,2.419437,2.388509,2.351128,2.306693,2.254683,2.194703,2.126513,2.050067,1.965524,1.873257,1.773846,1.668050,1.556759,1.440913
4019,2.505005,2.503515,2.498978,2.491190,2.479820,2.464424,2.444466,2.419339,2.388402,2.351012,2.306569,2.254553,2.194567,2.126376,2.049931,1.965391,1.873132,1.773731,1.667948,1.556672,1.440842
4020,2.504946,2.503456,2.498916,2.491123,2.479747,2.464344,2.444377,2.419241,2.388294,2.350896,2.306445,2.254422,2.194432,2.126239,2.049794,1.965259,1.873007,1.773617,1.667846,1.556585,1.440770
4021,2.504887,2.503396,2.498853,2.491056,2.479674,2.464263,2.444288,2.419143,2.388187,2.350780,2.306321,2.254291,2.194297,2.126102,2.049658,1.965127,1.872882,1.773502,1.667744,1.556498,1.440699
4022,2.504828,2.503336,2.498791,2.490989,2.479601,2.464183,2.444199,2.419045,2.388080,2.350664,2.306197,2.254161,2.194162,2.125965,2.049522,1.964995,1.872757,1.773387,1.667643,1.556411,1.440628
4023,2.504769,2.503276,2.498728,2.490922,2.479527,2.464102,2.444110,2.418947,2.387973,2.350547,2.306072,2.254030,2.194027,2.125828,2.049386,1.964863,1.872632,1.773273,1.667541,1.556324,1.440556
4024,2.504710,2.503216,2.498665,2.490854,2.479454,2.464022,2.444021,2.418849,2.387865,2.350431,2.305948,2.253900,2.193892,2.125691,2.049250,1.964731,1.872507,1.773158,1.667439,1.556237,1.440485
4025,2.504651,2.503156,2.498602,2.490787,2.479381,2.463941,2.443932,2.418751,2.387758,2.350315,2.305824,2.253769,2.193757,2.125554,2.049114,1.964599,1.872383,1.773044,1.667338,1.556151,1.440413
4026,2.504592,2.503096,2.498540,2.490720,2.479308,2.463860,2.443843,2.418652,2.387651,2.350199,2.305700,2.253638,2.193622,2.125416,2.048978,1.964467,1.872258,1.772929,1.667236,1.556064,1.440342
4027,2.504533,2.503036,2.498477,2.490653,2.479234,2.463779,2.443754,2.418554,2.387543,2.350083,2.305576,2.253508,2.193487,2.125279,2.048842,1.964335,1.872133,1.772815,1.667134,1.555977,1.440270
4028,2.504474,2.502976,2.498414,2.490585,2.479161,2.463699,2.443664,2.418456,2.387436,2.349966,2.305452,2.253377,2.193351,2.125143,2.048706,1.964203,1.872008,1.772700,1.667033,1.555890,1.440199
4029,2.504414,2.502916,2.498351,2.490518,2.479087,2.463618,2.443575,2.418358,2.387328,2.349850,2.305327,2.253246,2.193216,2.125006,2.048570,1.964071,1.871884,1.772586,1.666931,1.555803,1.440127
4030,2.504355,2.502855,2.498288,2.490450,2.479014,2.463537,2.443486,2.418260,2.387221,2.349734,2.305203,2.253116,2.193081,2.124869,2.048434,1.963939,1.871759,1.772471,1.666830,1.555716,1.440056
4031,2.504296,2.502795,2.498225,2.490383,2.478940,2.463456,2.443397,2.418161,2.387113,2.349618,2.305079,2.252985,2.192946,2.124732,2.048298,1.963807,1.871634,1.772357,1.666728,1.555630,1.439984
4032,2.504236,2.502735,2.498162,2.490316,2.478867,2.463375,2.443308,2.418063,2.387006,2.349501,2.304955,2.252854,2.192811,2.124595,2.048162,1.963675,1.871510,1.772242,1.666627,1.555543,1.439913
4033,2.504177,2.502674,2.498099,2.490248,2.478793,2.463294,2.443218,2.417965,2.386899,2.349385,2.304831,2.252724,2.192676,2.124458,2.048026,1.963543,1.871385,1.772128,1.666525,1.555456,1.439841
4034,2.504117,2.502614,2.498036,2.490180,2.478720,2.463213,2.443129,2.417866,2.386791,2.349269,2.304706,2.252593,2.192541,2.124321,2.047890,1.963412,1.871260,1.772014,1.666424,1.555369,1.439770
4035,2.504058,2.502554,2.497973,2.490113,2.478646,2.463132,2.443039,2.417768,2.386683,2.349152,2.304582,2.252463,2.192406,2.124184,2.047754,1.963280,1.871136,1.771899,1.666322,1.555283,1.439698
4036,2.503998,2.502493,2.497909,2.490045,2.478572,2.463051,2.442950,2.417670,2.386576,2.349036,2.304458,2.252332,2.192271,2.124047,2.047618,1.963148,1.871011,1.771785,1.666221,1.555196,1.439627
4037,2.503939,2.502433,2.497846,2.489977,2.478499,2.462970,2.442861,2.417571,2.386468,2.348920,2.304334,2.252201,2.192136,2.123910,2.047482,1.963016,1.870887,1.771671,1.666119,1.555109,1.439555
4038,2.503879,2.502372,2.497783,2.489910,2.478425,2.462889,2.442771,2.417473,2.386361,2.348803,2.304209,2.252071,2.192001,2.123774,2.047347,1.962885,1.870762,1.771557,1.666018,1.555022,1.439484
4039,2.503819,2.502311,2.497719,2.489842,2.478351,2.462808,2.442682,2.417374,2.386253,2.348687,2.304085,2.251940,2.191866,2.123637,2.047211,1.962753,1.870638,1.771442,1.665917,1.554936,1.439412
4040,2.503760,2.502251,2.497656,2.489774,2.478277,2.462727,2.442592,2.417276,2.386146,2.348570,2.303961,2.251810,2.191731,2.123500,2.047075,1.962621,1.870514,1.771328,1.665815,1.554849,1.439341
4041,2.503700,2.502190,2.497593,2.489706,2.478203,2.462646,2.442503,2.417177,2.386038,2.348454,2.303837,2.251679,2.191596,2.123363,2.046939,1.962490,1.870389,1.771214,1.665714,1.554762,1.439269
4042,2.503640,2.502129,2.497529,2.489638,2.478129,2.462564,2.442413,2.417079,2.385930,2.348338,2.303712,2.251548,2.191462,2.123226,2.046804,1.962358,1.870265,1.771100,1.665613,1.554676,1.439197
4043,2.503580,2.502068,2.497466,2.489570,2.478055,2.462483,2.442323,2.416980,2.385823,2.348221,2.303588,2.251418,2.191327,2.123090,2.046668,1.962226,1.870141,1.770986,1.665511,1.554589,1.439126
4044,2.503520,2.502008,2.497402,2.489502,2.477981,2.462402,2.442234,2.416881,2.385715,2.348105,2.303464,2.251287,2.191192,2.122953,2.046532,1.962095,1.870016,1.770872,1.665410,1.554502,1.439054
4045,2.503460,2.501947,2.497338,2.489434,2.477907,2.462320,2.442144,2.416783,2.385607,2.347988,2.303340,2.251156,2.191057,2.122816,2.046396,1.961963,1.869892,1.770758,1.665309,1.554416,1.438983
4046,2.503400,2.501886,2.497275,2.489366,2.477833,2.462239,2.442054,2.416684,2.385499,2.347872,2.303215,2.251026,2.190922,2.122680,2.046261,1.961832,1.869768,1.770644,1.665208,1.554329,1.438911
4047,2.503340,2.501825,2.497211,2.489298,2.477759,2.462157,2.441964,2.416585,2.385392,2.347755,2.303091,2.250895,2.190787,2.122543,2.046125,1.961700,1.869644,1.770530,1.665107,1.554242,1.438839
4048,2.503280,2.501764,2.497147,2.489230,2.477685,2.462076,2.441875,2.416487,2.385284,2.347639,2.302967,2.250765,2.190652,2.122406,2.045990,1.961569,1.869519,1.770416,1.665005,1.554156,1.438768
4049,2.503220,2.501703,2.497083,2.489161,2.477611,2.461994,2.441785,2.416388,2.385176,2.347522,2.302842,2.250634,2.190517,2.122270,2.045854,1.961437,1.869395,1.770302,1.664904,1.554069,1.438696
4050,2.503160,2.501642,2.497020,2.489093,2.477536,2.461913,2.441695,2.416289,2.385068,2.347406,2.302718,2.250504,2.190382,2.122133,2.045719,1.961306,1.869271,1.770188,1.664803,1.553983,1.438625
4051,2.503099,2.501580,2.496956,2.489025,2.477462,2.461831,2.441605,2.416190,2.384960,2.347289,2.302594,2.250373,2.190248,2.121996,2.045583,1.961175,1.869147,1.770074,1.664702,1.553896,1.438553
4052,2.503039,2.501519,2.496892,2.488956,2.477388,2.461750,2.441515,2.416092,2.384852,2.347173,2.302469,2.250242,2.190113,2.121860,2.045448,1.961043,1.869023,1.769960,1.664601,1.553810,1.438481
4053,2.502979,2.501458,2.496828,2.488888,2.477313,2.461668,2.441425,2.415993,2.384744,2.347056,2.302345,2.250112,2.189978,2.121723,2.045312,1.960912,1.868899,1.769847,1.664500,1.553723,1.438410
4054,2.502918,2.501397,2.496764,2.488820,2.477239,2.461586,2.441335,2.415894,2.384637,2.346939,2.302221,2.249981,2.189843,2.121587,2.045177,1.960781,1.868775,1.769733,1.664399,1.553636,1.438338
4055,2.502858,2.501335,2.496700,2.488751,2.477164,2.461505,2.441245,2.415795,2.384529,2.346823,2.302096,2.249851,2.189708,2.121450,2.045041,1.960649,1.868651,1.769619,1.664298,1.553550,1.438266
4056,2.502798,2.501274,2.496636,2.488683,2.477090,2.461423,2.441155,2.415696,2.384421,2.346706,2.301972,2.249720,2.189574,2.121314,2.044906,1.960518,1.868527,1.769505,1.664197,1.553463,1.438195
4057,2.502737,2.501213,2.496572,2.488614,2.477015,2.461341,2.441065,2.415597,2.384313,2.346590,2.301848,2.249589,2.189439,2.121177,2.044770,1.960387,1.868403,1.769392,1.664096,1.553377,1.438123
4058,2.502677,2.501151,2.496507,2.488545,2.476941,2.461259,2.440975,2.415498,2.384205,2.346473,2.301723,2.249459,2.189304,2.121041,2.044635,1.960256,1.868279,1.769278,1.663995,1.553290,1.438052
4059,2.502616,2.501090,2.496443,2.488477,2.476866,2.461177,2.440885,2.415399,2.384097,2.346356,2.301599,2.249328,2.189169,2.120904,2.044500,1.960125,1.868155,1.769164,1.663894,1.553204,1.437980
4060,2.502555,2.501028,2.496379,2.488408,2.476792,2.461095,2.440795,2.415300,2.383989,2.346240,2.301475,2.249198,2.189034,2.120768,2.044364,1.959994,1.868031,1.769051,1.663793,1.553117,1.437908
4061,2.502495,2.500966,2.496315,2.488339,2.476717,2.461013,2.440704,2.415201,2.383881,2.346123,2.301350,2.249067,2.188900,2.120631,2.044229,1.959862,1.867907,1.768937,1.663692,1.553031,1.437836
4062,2.502434,2.500905,2.496250,2.488271,2.476642,2.460931,2.440614,2.415102,2.383772,2.346006,2.301226,2.248937,2.188765,2.120495,2.044094,1.959731,1.867784,1.768823,1.663591,1.552944,1.437765
4063,2.502373,2.500843,2.496186,2.488202,2.476567,2.460849,2.440524,2.415003,2.383664,2.345890,2.301102,2.248806,2.188630,2.120358,2.043958,1.959600,1.867660,1.768710,1.663490,1.552858,1.437693
4064,2.502312,2.500781,2.496121,2.488133,2.476493,2.460767,2.440434,2.414904,2.383556,2.345773,2.300977,2.248675,2.188496,2.120222,2.043823,1.959469,1.867536,1.768596,1.663390,1.552772,1.437621
4065,2.502251,2.500720,2.496057,2.488064,2.476418,2.460685,2.440343,2.414805,2.383448,2.345656,2.300853,2.248545,2.188361,2.120086,2.043688,1.959338,1.867412,1.768483,1.663289,1.552685,1.437550
4066,2.502191,2.500658,2.495992,2.487995,2.476343,2.460603,2.440253,2.414705,2.383340,2.345539,2.300728,2.248414,2.188226,2.119949,2.043553,1.959207,1.867289,1.768369,1.663188,1.552599,1.437478
4067,2.502130,2.500596,2.495928,2.487926,2.476268,2.460521,2.440163,2.414606,2.383232,2.345423,2.300604,2.248284,2.188091,2.119813,2.043418,1.959076,1.867165,1.768256,1.663087,1.552512,1.437406
4068,2.502069,2.500534,2.495863,2.487857,2.476193,2.460439,2.440072,2.414507,2.383124,2.345306,2.300480,2.248153,2.187957,2.119677,2.043283,1.958945,1.867041,1.768142,1.662986,1.552426,1.437335
4069,2.502008,2.500472,2.495799,2.487788,2.476118,2.460356,2.439982,2.414408,2.383015,2.345189,2.300355,2.248023,2.187822,2.119540,2.043147,1.958814,1.866918,1.768029,1.662886,1.552339,1.437263
4070,2.501946,2.500410,2.495734,2.487719,2.476043,2.460274,2.439891,2.414308,2.382907,2.345072,2.300231,2.247892,2.187688,2.119404,2.043012,1.958684,1.866794,1.767916,1.662785,1.552253,1.437191
4071,2.501885,2.500348,2.495669,2.487650,2.475968,2.460192,2.439801,2.414209,2.382799,2.344956,2.300106,2.247762,2.187553,2.119268,2.042877,1.958553,1.866671,1.767802,1.662684,1.552167,1.437119
4072,2.501824,2.500286,2.495604,2.487581,2.475893,2.460110,2.439710,2.414110,2.382691,2.344839,2.299982,2.247631,2.187418,2.119131,2.042742,1.958422,1.866547,1.767689,1.662584,1.552080,1.437048
4073,2.501763,2.500224,2.495539,2.487511,2.475818,2.460027,2.439620,2.414010,2.382582,2.344722,2.299858,2.247501,2.187284,2.118995,2.042607,1.958291,1.866424,1.767576,1.662483,1.551994,1.436976
4074,2.501702,2.500162,2.495475,2.487442,2.475742,2.459945,2.439529,2.413911,2.382474,2.344605,2.299733,2.247370,2.187149,2.118859,2.042472,1.958160,1.866300,1.767462,1.662382,1.551907,1.436904
4075,2.501640,2.500099,2.495410,2.487373,2.475667,2.459862,2.439438,2.413811,2.382366,2.344488,2.299609,2.247240,2.187014,2.118723,2.042337,1.958030,1.866177,1.767349,1.662282,1.551821,1.436832
4076,2.501579,2.500037,2.495345,2.487303,2.475592,2.459780,2.439348,2.413712,2.382257,2.344371,2.299484,2.247109,2.186880,2.118587,2.042202,1.957899,1.866053,1.767236,1.662181,1.551735,1.436761
4077,2.501518,2.499975,2.495280,2.487234,2.475517,2.459697,2.439257,2.413613,2.382149,2.344254,2.299360,2.246978,2.186745,2.118450,2.042067,1.957768,1.865930,1.767123,1.662081,1.551648,1.436689
4078,2.501456,2.499913,2.495215,2.487165,2.475441,2.459615,2.439166,2.413513,2.382041,2.344138,2.299235,2.246848,2.186611,2.118314,2.041932,1.957638,1.865807,1.767010,1.661980,1.551562,1.436617
4079,2.501395,2.499850,2.495150,2.487095,2.475366,2.459532,2.439075,2.413413,2.381932,2.344021,2.299111,2.246717,2.186476,2.118178,2.041797,1.957507,1.865683,1.766896,1.661880,1.551476,1.436545
4080,2.501333,2.499788,2.495084,2.487026,2.475290,2.459449,2.438985,2.413314,2.381824,2.343904,2.298986,2.246587,2.186342,2.118042,2.041663,1.957376,1.865560,1.766783,1.661779,1.551390,1.436473
4081,2.501272,2.499725,2.495019,2.486956,2.475215,2.459367,2.438894,2.413214,2.381715,2.343787,2.298862,2.246456,2.186207,2.117906,2.041528,1.957246,1.865437,1.766670,1.661679,1.551303,1.436402
4082,2.501210,2.499663,2.494954,2.486886,2.475139,2.459284,2.438803,2.413115,2.381607,2.343670,2.298738,2.246326,2.186072,2.117770,2.041393,1.957115,1.865314,1.766557,1.661578,1.551217,1.436330
4083,2.501148,2.499600,2.494889,2.486817,2.475064,2.459201,2.438712,2.413015,2.381498,2.343553,2.298613,2.246195,2.185938,2.117634,2.041258,1.956985,1.865190,1.766444,1.661478,1.551131,1.436258
4084,2.501087,2.499538,2.494823,2.486747,2.474988,2.459119,2.438621,2.412915,2.381390,2.343436,2.298489,2.246065,2.185803,2.117498,2.041123,1.956854,1.865067,1.766331,1.661377,1.551044,1.436187
4085,2.501025,2.499475,2.494758,2.486677,2.474913,2.459036,2.438530,2.412816,2.381281,2.343319,2.298364,2.245934,2.185669,2.117362,2.040988,1.956724,1.864944,1.766218,1.661277,1.550958,1.436115
4086,2.500963,2.499412,2.494693,2.486608,2.474837,2.458953,2.438439,2.412716,2.381173,2.343202,2.298240,2.245804,2.185534,2.117226,2.040854,1.956593,1.864821,1.766105,1.661176,1.550872,1.436044
4087,2.500901,2.499349,2.494627,2.486538,2.474761,2.458870,2.438348,2.412616,2.381064,2.343085,2.298115,2.245673,2.185400,2.117090,2.040719,1.956463,1.864698,1.765992,1.661076,1.550786,1.435972
4088,2.500839,2.499287,2.494562,2.486468,2.474685,2.458787,2.438257,2.412517,2.380956,2.342968,2.297991,2.245543,2.185266,2.116954,2.040584,1.956332,1.864575,1.765879,1.660976,1.550699,1.435901
4089,2.500777,2.499224,2.494496,2.486398,2.474610,2.458704,2.438166,2.412417,2.380847,2.342851,2.297866,2.245412,2.185131,2.116818,2.040450,1.956202,1.864452,1.765766,1.660875,1.550613,1.435829
4090,2.500715,2.499161,2.494431,2.486328,2.474534,2.458621,2.438075,2.412317,2.380738,2.342734,2.297742,2.245282,2.184997,2.116682,2.040315,1.956072,1.864329,1.765654,1.660775,1.550527,1.435758
4091,2.500653,2.499098,2.494365,2.486258,2.474458,2.458538,2.437984,2.412217,2.380630,2.342617,2.297617,2.245152,2.184862,2.116546,2.040180,1.955941,1.864206,1.765541,1.660675,1.550440,1.435687
4092,2.500591,2.499035,2.494299,2.486188,2.474382,2.458455,2.437893,2.412117,2.380521,2.342500,2.297493,2.245021,2.184728,2.116410,2.040046,1.955811,1.864083,1.765428,1.660574,1.550354,1.435615
4093,2.500529,2.498972,2.494234,2.486118,2.474306,2.458372,2.437801,2.412017,2.380412,2.342383,2.297368,2.244891,2.184593,2.116274,2.039911,1.955681,1.863960,1.765315,1.660474,1.550268,1.435544
4094,2.500467,2.498909,2.494168,2.486048,2.474230,2.458289,2.437710,2.411917,2.380304,2.342266,2.297244,2.244760,2.184459,2.116138,2.039777,1.955550,1.863837,1.765202,1.660374,1.550182,1.435473
4095,2.500405,2.498846,2.494102,2.485978,2.474154,2.458206,2.437619,2.411817,2.380195,2.342149,2.297119,2.244630,2.184325,2.116002,2.039642,1.955420,1.863714,1.765090,1.660274,1.550095,1.435402
4096,2.500343,2.498783,2.494036,2.485908,2.474078,2.458123,2.437527,2.411718,2.380086,2.342031,2.296994,2.244499,2.184190,2.115866,2.039508,1.955290,1.863591,1.764977,1.660173,1.550009,1.435330
4097,2.500280,2.498719,2.493971,2.485837,2.474002,2.458039,2.437436,2.411618,2.379977,2.341914,2.296870,2.244369,2.184056,2.115731,2.039373,1.955160,1.863468,1.764864,1.660073,1.549923,1.435259
4098,2.500218,2.498656,2.493905,2.485767,2.473926,2.457956,2.437345,2.411518,2.379869,2.341797,2.296745,2.244238,2.183921,2.115595,2.039239,1.955030,1.863345,1.764752,1.659973,1.549837,1.435188
4099,2.500156,2.498593,2.493839,2.485697,2.473850,2.457873,2.437253,2.411417,2.379760,2.341680,2.296621,2.244108,2.183787,2.115459,2.039104,1.954900,1.863223,1.764639,1.659873,1.549750,1.435117
4100,2.500093,2.498530,2.493773,2.485626,2.473773,2.457789,2.437162,2.411317,2.379651,2.341563,2.296496,2.243977,2.183653,2.115323,2.038970,1.954769,1.863100,1.764526,1.659773,1.549664,1.435046
4101,2.500031,2.498466,2.493707,2.485556,2.473697,2.457706,2.437071,2.411217,2.379542,2.341446,2.296372,2.243847,2.183518,2.115187,2.038835,1.954639,1.862977,1.764414,1.659672,1.549578,1.434975
4102,2.499968,2.498403,2.493641,2.485486,2.473621,2.457623,2.436979,2.411117,2.379433,2.341329,2.296247,2.243716,2.183384,2.115052,2.038701,1.954509,1.862854,1.764301,1.659572,1.549492,1.434905
4103,2.499906,2.498339,2.493574,2.485415,2.473545,2.457539,2.436888,2.411017,2.379324,2.341211,2.296123,2.243586,2.183250,2.114916,2.038567,1.954379,1.862732,1.764189,1.659472,1.549406,1.434834
4104,2.499843,2.498276,2.493508,2.485345,2.473468,2.457456,2.436796,2.410917,2.379216,2.341094,2.295998,2.243456,2.183116,2.114780,2.038432,1.954249,1.862609,1.764076,1.659372,1.549319,1.434763
4105,2.499780,2.498212,2.493442,2.485274,2.473392,2.457372,2.436704,2.410817,2.379107,2.340977,2.295873,2.243325,2.182981,2.114645,2.038298,1.954119,1.862486,1.763963,1.659272,1.549233,1.434692
4106,2.499718,2.498149,2.493376,2.485203,2.473315,2.457289,2.436613,2.410716,2.378998,2.340860,2.295749,2.243195,2.182847,2.114509,2.038164,1.953989,1.862364,1.763851,1.659172,1.549147,1.434621
4107,2.499655,2.498085,2.493309,2.485133,2.473239,2.457205,2.436521,2.410616,2.378889,2.340742,2.295624,2.243064,2.182713,2.114373,2.038029,1.953860,1.862241,1.763738,1.659072,1.549061,1.434551
4108,2.499592,2.498021,2.493243,2.485062,2.473162,2.457121,2.436429,2.410516,2.378780,2.340625,2.295500,2.242934,2.182578,2.114238,2.037895,1.953730,1.862119,1.763626,1.658972,1.548975,1.434480
4109,2.499529,2.497958,2.493177,2.484991,2.473086,2.457038,2.436338,2.410416,2.378671,2.340508,2.295375,2.242803,2.182444,2.114102,2.037761,1.953600,1.861996,1.763514,1.658872,1.548888,1.434409
4110,2.499467,2.497894,2.493110,2.484921,2.473009,2.456954,2.436246,2.410315,2.378562,2.340391,2.295251,2.242673,2.182310,2.113966,2.037627,1.953470,1.861874,1.763401,1.658771,1.548802,1.434339
4111,2.499404,2.497830,2.493044,2.484850,2.472933,2.456870,2.436154,2.410215,2.378453,2.340273,2.295126,2.242543,2.182176,2.113831,2.037492,1.953340,1.861751,1.763289,1.658671,1.548716,1.434268
4112,2.499341,2.497766,2.492977,2.484779,2.472856,2.456786,2.436062,2.410115,2.378344,2.340156,2.295001,2.242412,2.182042,2.113695,2.037358,1.953210,1.861629,1.763176,1.658571,1.548630,1.434197
4113,2.499278,2.497702,2.492911,2.484708,2.472779,2.456703,2.435971,2.410014,2.378235,2.340039,2.294877,2.242282,2.181907,2.113560,2.037224,1.953081,1.861506,1.763064,1.658471,1.548544,1.434127
4114,2.499215,2.497639,2.492844,2.484637,2.472702,2.456619,2.435879,2.409914,2.378126,2.339921,2.294752,2.242151,2.181773,2.113424,2.037090,1.952951,1.861384,1.762952,1.658371,1.548458,1.434056
4115,2.499152,2.497575,2.492778,2.484566,2.472626,2.456535,2.435787,2.409813,2.378016,2.339804,2.294628,2.242021,2.181639,2.113289,2.036956,1.952821,1.861261,1.762839,1.658271,1.548372,1.433986
4116,2.499088,2.497511,2.492711,2.484495,2.472549,2.456451,2.435695,2.409713,2.377907,2.339687,2.294503,2.241891,2.181505,2.113153,2.036822,1.952691,1.861139,1.762727,1.658171,1.548285,1.433916
4117,2.499025,2.497446,2.492644,2.484424,2.472472,2.456367,2.435603,2.409612,2.377798,2.339569,2.294378,2.241760,2.181371,2.113018,2.036688,1.952562,1.861017,1.762615,1.658071,1.548199,1.433845
4118,2.498962,2.497382,2.492577,2.484353,2.472395,2.456283,2.435511,2.409512,2.377689,2.339452,2.294254,2.241630,2.181237,2.112882,2.036554,1.952432,1.860894,1.762503,1.657971,1.548113,1.433775
4119,2.498899,2.497318,2.492510,2.484282,2.472318,2.456199,2.435419,2.409411,2.377580,2.339335,2.294129,2.241500,2.181102,2.112747,2.036420,1.952302,1.860772,1.762390,1.657871,1.548027,1.433705
4120,2.498836,2.497254,2.492444,2.484211,2.472241,2.456115,2.435327,2.409311,2.377471,2.339217,2.294004,2.241369,2.180968,2.112611,2.036286,1.952173,1.860650,1.762278,1.657772,1.547941,1.433634
4121,2.498772,2.497190,2.492377,2.484139,2.472164,2.456031,2.435235,2.409210,2.377361,2.339100,2.293880,2.241239,2.180834,2.112476,2.036152,1.952043,1.860528,1.762166,1.657672,1.547855,1.433564
4122,2.498709,2.497125,2.492310,2.484068,2.472087,2.455947,2.435143,2.409110,2.377252,2.338982,2.293755,2.241108,2.180700,2.112341,2.036018,1.951914,1.860405,1.762054,1.657572,1.547769,1.433494
4123,2.498645,2.497061,2.492243,2.483997,2.472010,2.455863,2.435051,2.409009,2.377143,2.338865,2.293630,2.240978,2.180566,2.112205,2.035884,1.951784,1.860283,1.761941,1.657472,1.547683,1.433424
4124,2.498582,2.496997,2.492176,2.483926,2.471933,2.455779,2.434959,2.408908,2.377034,2.338748,2.293506,2.240848,2.180432,2.112070,2.035750,1.951655,1.860161,1.761829,1.657372,1.547597,1.433354
4125,2.498518,2.496932,2.492109,2.483854,2.471856,2.455694,2.434866,2.408807,2.376924,2.338630,2.293381,2.240717,2.180298,2.111934,2.035616,1.951525,1.860039,1.761717,1.657272,1.547511,1.433283
4126,2.498455,2.496868,2.492042,2.483783,2.471778,2.455610,2.434774,2.408707,2.376815,2.338513,2.293257,2.240587,2.180164,2.111799,2.035482,1.951396,1.859917,1.761605,1.657172,1.547425,1.433213
4127,2.498391,2.496803,2.491974,2.483711,2.471701,2.455526,2.434682,2.408606,2.376706,2.338395,2.293132,2.240457,2.180030,2.111664,2.035349,1.951266,1.859794,1.761493,1.657072,1.547339,1.433143
4128,2.498327,2.496739,2.491907,2.483640,2.471624,2.455441,2.434590,2.408505,2.376596,2.338278,2.293007,2.240326,2.179896,2.111528,2.035215,1.951137,1.859672,1.761381,1.656972,1.547253,1.433073
4129,2.498264,2.496674,2.491840,2.483568,2.471546,2.455357,2.434497,2.408404,2.376487,2.338160,2.292883,2.240196,2.179762,2.111393,2.035081,1.951007,1.859550,1.761269,1.656873,1.547167,1.433003
4130,2.498200,2.496609,2.491773,2.483497,2.471469,2.455273,2.434405,2.408304,2.376378,2.338043,2.292758,2.240066,2.179628,2.111258,2.034947,1.950878,1.859428,1.761157,1.656773,1.547081,1.432933
4131,2.498136,2.496545,2.491705,2.483425,2.471392,2.455188,2.434313,2.408203,2.376268,2.337925,2.292633,2.239935,2.179494,2.111123,2.034813,1.950749,1.859306,1.761045,1.656673,1.546995,1.432864
