time_s,r_0_cm,r_0.1_cm,r_0.2_cm,r_0.3_cm,r_0.4_cm,r_0.5_cm,r_0.6_cm,r_0.7_cm,r_0.8_cm,r_0.9_cm,r_1_cm,r_1.1_cm,r_1.2_cm,r_1.3_cm,r_1.4_cm,r_1.5_cm,r_1.6_cm,r_1.7_cm,r_1.8_cm,r_1.9_cm,r_2_cm
319,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5498,2.5489,2.5437,2.5234,2.4618,2.3155,2.0375
320,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5498,2.5488,2.5437,2.5232,2.4614,2.3149,2.0368
321,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5498,2.5488,2.5436,2.5230,2.4609,2.3142,2.0361
322,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5498,2.5488,2.5435,2.5228,2.4605,2.3136,2.0354
323,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5498,2.5488,2.5434,2.5226,2.4601,2.3129,2.0347
324,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5498,2.5488,2.5434,2.5224,2.4596,2.3123,2.0340
325,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5498,2.5487,2.5433,2.5222,2.4592,2.3116,2.0333
326,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5498,2.5487,2.5432,2.5220,2.4588,2.3110,2.0326
327,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5498,2.5487,2.5431,2.5218,2.4583,2.3103,2.0319
328,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5498,2.5487,2.5431,2.5216,2.4579,2.3097,2.0312
329,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5498,2.5487,2.5430,2.5214,2.4575,2.3091,2.0305
330,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5498,2.5486,2.5429,2.5212,2.4571,2.3084,2.0298
331,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5498,2.5486,2.5428,2.5209,2.4566,2.3078,2.0291
332,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5498,2.5486,2.5428,2.5207,2.4562,2.3071,2.0284
333,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5498,2.5486,2.5427,2.5205,2.4558,2.3065,2.0277
334,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5498,2.5486,2.5426,2.5203,2.4553,2.3058,2.0270
335,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5498,2.5485,2.5425,2.5201,2.4549,2.3052,2.0263
336,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5498,2.5485,2.5425,2.5199,2.4545,2.3046,2.0256
337,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5498,2.5485,2.5424,2.5197,2.4540,2.3039,2.0250
338,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5498,2.5485,2.5423,2.5195,2.4536,2.3033,2.0243
339,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5498,2.5484,2.5422,2.5192,2.4532,2.3027,2.0236
340,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5498,2.5484,2.5421,2.5190,2.4528,2.3020,2.0229
341,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5497,2.5484,2.5421,2.5188,2.4523,2.3014,2.0222
342,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5497,2.5484,2.5420,2.5186,2.4519,2.3008,2.0216
343,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5497,2.5484,2.5419,2.5184,2.4515,2.3001,2.0209
344,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5497,2.5483,2.5418,2.5182,2.4510,2.2995,2.0202
345,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5497,2.5483,2.5417,2.5179,2.4506,2.2989,2.0195
346,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5497,2.5483,2.5416,2.5177,2.4502,2.2982,2.0189
347,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5497,2.5483,2.5416,2.5175,2.4497,2.2976,2.0182
348,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5497,2.5482,2.5415,2.5173,2.4493,2.2970,2.0175
349,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5497,2.5482,2.5414,2.5171,2.4489,2.2964,2.0168
350,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5497,2.5482,2.5413,2.5168,2.4485,2.2957,2.0162
351,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5497,2.5482,2.5412,2.5166,2.4480,2.2951,2.0155
352,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5497,2.5481,2.5411,2.5164,2.4476,2.2945,2.0148
353,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5497,2.5481,2.5411,2.5162,2.4472,2.2939,2.0142
354,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5497,2.5481,2.5410,2.5160,2.4467,2.2932,2.0135
355,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5497,2.5481,2.5409,2.5157,2.4463,2.2926,2.0128
356,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5497,2.5480,2.5408,2.5155,2.4459,2.2920,2.0122
357,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5497,2.5480,2.5407,2.5153,2.4455,2.2914,2.0115
358,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5497,2.5480,2.5406,2.5151,2.4450,2.2908,2.0109
359,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5497,2.5480,2.5405,2.5148,2.4446,2.2901,2.0102
360,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5496,2.5479,2.5404,2.5146,2.4442,2.2895,2.0096
361,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5496,2.5479,2.5404,2.5144,2.4437,2.2889,2.0089
362,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5496,2.5479,2.5403,2.5142,2.4433,2.2883,2.0082
363,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5496,2.5479,2.5402,2.5139,2.4429,2.2877,2.0076
364,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5496,2.5478,2.5401,2.5137,2.4425,2.2871,2.0069
365,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5496,2.5478,2.5400,2.5135,2.4420,2.2865,2.0063
366,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5496,2.5478,2.5399,2.5133,2.4416,2.2858,2.0056
367,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5496,2.5477,2.5398,2.5130,2.4412,2.2852,2.0050
368,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5496,2.5477,2.5397,2.5128,2.4407,2.2846,2.0043
369,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5496,2.5477,2.5396,2.5126,2.4403,2.2840,2.0037
370,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5496,2.5477,2.5395,2.5124,2.4399,2.2834,2.0030
371,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5496,2.5476,2.5394,2.5121,2.4395,2.2828,2.0024
372,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5496,2.5476,2.5393,2.5119,2.4390,2.2822,2.0018
373,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5496,2.5476,2.5393,2.5117,2.4386,2.2816,2.0011
374,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5496,2.5475,2.5392,2.5114,2.4382,2.2810,2.0005
375,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5495,2.5475,2.5391,2.5112,2.4377,2.2804,1.9998
376,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5495,2.5475,2.5390,2.5110,2.4373,2.2798,1.9992
377,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5495,2.5475,2.5389,2.5107,2.4369,2.2792,1.9986
378,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5495,2.5474,2.5388,2.5105,2.4365,2.2786,1.9979
379,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5495,2.5474,2.5387,2.5103,2.4360,2.2780,1.9973
380,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5495,2.5474,2.5386,2.5101,2.4356,2.2774,1.9966
381,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5495,2.5473,2.5385,2.5098,2.4352,2.2768,1.9960
382,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5495,2.5473,2.5384,2.5096,2.4347,2.2762,1.9954
383,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5495,2.5473,2.5383,2.5094,2.4343,2.2756,1.9948
384,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5495,2.5472,2.5382,2.5091,2.4339,2.2750,1.9941
385,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5495,2.5472,2.5381,2.5089,2.4335,2.2744,1.9935
386,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5495,2.5472,2.5380,2.5087,2.4330,2.2738,1.9929
387,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5495,2.5471,2.5379,2.5084,2.4326,2.2732,1.9922
388,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5494,2.5471,2.5378,2.5082,2.4322,2.2726,1.9916
389,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5494,2.5471,2.5377,2.5080,2.4318,2.2720,1.9910
390,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5494,2.5470,2.5376,2.5077,2.4313,2.2714,1.9904
391,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5494,2.5470,2.5375,2.5075,2.4309,2.2708,1.9897
392,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5494,2.5470,2.5374,2.5072,2.4305,2.2702,1.9891
393,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5494,2.5469,2.5373,2.5070,2.4301,2.2696,1.9885
394,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5494,2.5469,2.5372,2.5068,2.4296,2.2690,1.9879
395,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5494,2.5469,2.5371,2.5065,2.4292,2.2684,1.9873
396,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5494,2.5468,2.5370,2.5063,2.4288,2.2678,1.9866
397,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5494,2.5468,2.5369,2.5061,2.4284,2.2673,1.9860
398,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5494,2.5468,2.5368,2.5058,2.4279,2.2667,1.9854
399,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5494,2.5467,2.5367,2.5056,2.4275,2.2661,1.9848
400,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5493,2.5467,2.5366,2.5053,2.4271,2.2655,1.9842
401,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5493,2.5467,2.5365,2.5051,2.4267,2.2649,1.9836
402,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5493,2.5466,2.5364,2.5049,2.4262,2.2643,1.9829
403,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5493,2.5466,2.5363,2.5046,2.4258,2.2637,1.9823
404,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5493,2.5466,2.5362,2.5044,2.4254,2.2632,1.9817
405,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5493,2.5465,2.5361,2.5041,2.4250,2.2626,1.9811
406,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5493,2.5465,2.5359,2.5039,2.4245,2.2620,1.9805
407,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5493,2.5464,2.5358,2.5037,2.4241,2.2614,1.9799
408,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5493,2.5464,2.5357,2.5034,2.4237,2.2608,1.9793
409,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5493,2.5464,2.5356,2.5032,2.4233,2.2603,1.9787
410,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5492,2.5463,2.5355,2.5029,2.4228,2.2597,1.9781
411,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5492,2.5463,2.5354,2.5027,2.4224,2.2591,1.9775
412,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5492,2.5463,2.5353,2.5025,2.4220,2.2585,1.9769
413,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5492,2.5462,2.5352,2.5022,2.4216,2.2579,1.9763
414,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5492,2.5462,2.5351,2.5020,2.4211,2.2574,1.9757
415,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5492,2.5461,2.5350,2.5017,2.4207,2.2568,1.9751
416,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5492,2.5461,2.5349,2.5015,2.4203,2.2562,1.9745
417,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5492,2.5461,2.5348,2.5012,2.4199,2.2556,1.9739
418,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5492,2.5460,2.5346,2.5010,2.4194,2.2551,1.9733
419,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5499,2.5491,2.5460,2.5345,2.5008,2.4190,2.2545,1.9727
420,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5498,2.5491,2.5459,2.5344,2.5005,2.4186,2.2539,1.9721
421,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5498,2.5491,2.5459,2.5343,2.5003,2.4182,2.2534,1.9715
422,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5498,2.5491,2.5459,2.5342,2.5000,2.4178,2.2528,1.9709
423,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5498,2.5491,2.5458,2.5341,2.4998,2.4173,2.2522,1.9703
424,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5498,2.5491,2.5458,2.5340,2.4995,2.4169,2.2517,1.9697
425,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5498,2.5491,2.5457,2.5339,2.4993,2.4165,2.2511,1.9691
426,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5498,2.5491,2.5457,2.5338,2.4990,2.4161,2.2505,1.9685
427,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5498,2.5491,2.5457,2.5336,2.4988,2.4156,2.2499,1.9679
428,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5498,2.5490,2.5456,2.5335,2.4985,2.4152,2.2494,1.9674
429,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5498,2.5490,2.5456,2.5334,2.4983,2.4148,2.2488,1.9668
430,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5498,2.5490,2.5455,2.5333,2.4981,2.4144,2.2483,1.9662
431,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5498,2.5490,2.5455,2.5332,2.4978,2.4140,2.2477,1.9656
432,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5498,2.5490,2.5455,2.5331,2.4976,2.4135,2.2471,1.9650
433,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5498,2.5490,2.5454,2.5330,2.4973,2.4131,2.2466,1.9644
434,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5498,2.5490,2.5454,2.5328,2.4971,2.4127,2.2460,1.9638
435,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5498,2.5490,2.5453,2.5327,2.4968,2.4123,2.2454,1.9633
436,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5498,2.5489,2.5453,2.5326,2.4966,2.4119,2.2449,1.9627
437,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5498,2.5489,2.5452,2.5325,2.4963,2.4114,2.2443,1.9621
438,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5498,2.5489,2.5452,2.5324,2.4961,2.4110,2.2438,1.9615
439,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5498,2.5489,2.5452,2.5323,2.4958,2.4106,2.2432,1.9609
440,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5498,2.5489,2.5451,2.5321,2.4956,2.4102,2.2426,1.9604
441,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5498,2.5489,2.5451,2.5320,2.4953,2.4098,2.2421,1.9598
442,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5498,2.5489,2.5450,2.5319,2.4951,2.4093,2.2415,1.9592
443,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5498,2.5488,2.5450,2.5318,2.4948,2.4089,2.2410,1.9586
444,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5498,2.5488,2.5449,2.5317,2.4946,2.4085,2.2404,1.9581
445,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5498,2.5488,2.5449,2.5315,2.4943,2.4081,2.2399,1.9575
446,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5498,2.5488,2.5448,2.5314,2.4941,2.4077,2.2393,1.9569
447,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5500,2.5498,2.5488,2.5448,2.5313,2.4938,2.4072,2.2388,1.9563
